
============================================================================
        Event  : 3 - run:  500106 - timestamp 1603205047000000000 - weight 1
============================================================================
 date:      20.10.2020  14:44:07.000000000
 detector : unknown
 event parameters: 
 parameter Event Number [int]: 3, 
 parameter ProcessID [int]: 500106, 
 parameter Run ID [int]: 500106, 
 parameter beamPDG1 [int]: 11, 
 parameter beamPDG2 [int]: -11, 
 parameter Energy [float]: 250, 
 parameter _weight [float]: 1, 
 parameter alphaQCD [float]: 1e-06, 
 parameter beamPol1 [float]: -1, 
 parameter beamPol2 [float]: 1, 
 parameter crossSection [float]: 10264, 
 parameter crossSectionError [float]: 5.54532, 
 parameter scale [float]: 249.85, 
 parameter sqme [float]: 9.17747e+13, 
 parameter BeamSpectrum [string]: CIRCE2: energy_spread/250_SetA_ee024.circe, 
 parameter processName [string]: sw_sl0, 

 collection name : MCParticle
 parameters: 

--------------- print out of MCParticle collection --------------- 

  flag:  0x0
  simulator status bits: [sbvtcls]  s: created in simulation b: backscatter v: vertex is not endpoint of parent t: decayed in tracker c: decayed in calorimeter l: has left detector s: stopped o: overlay


[   id   ]index|      PDG |    px,     py,        pz    | px_ep,   py_ep , pz_ep      | energy  |gen|[simstat ]| vertex x,     y   ,   z     | endpoint x,    y  ,   z     |    mass |  charge |            spin             | colorflow | [parents] - [daughters]
[00000033]   28|        21| 7.44e+00,-3.51e+00,-1.40e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.34e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (510, 511)   | [24] - [31] 
[00000034]   29|         1|-2.81e+01, 6.26e+00, 2.50e+01| 0.00e+00, 0.00e+00, 0.00e+00| 3.81e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|-6.74e-07|-3.33e-01| 0.00e+00, 0.00e+00, 0.00e+00|  (511, 512)   | [14] - [36] 
[00000035]   30|        21| 2.39e+00,-2.02e+00, 1.71e+00| 0.00e+00, 0.00e+00, 0.00e+00| 3.57e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|-5.96e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (512, 513)   | [23] - [36] 
[00000036]   31|        21| 7.44e+00,-3.51e+00,-1.40e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.34e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (513, 514)   | [28] - [36] 
[00000037]   32|        21| 3.12e+01,-1.28e+01, 2.99e+00| 0.00e+00, 0.00e+00, 0.00e+00| 3.39e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|-4.77e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (514, 515)   | [27] - [36] 
[00000038]   33|        21| 9.08e-01,-1.93e-01, 2.91e-01| 0.00e+00, 0.00e+00, 0.00e+00| 9.73e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|-1.83e-08| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (515, 516)   | [22] - [36] 
[00000039]   34|        21| 1.58e+00,-3.13e+00, 8.09e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.82e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|-2.06e-07| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (516, 517)   | [26] - [36] 
[00000040]   35|        -2| 1.56e+01,-1.68e+01, 3.44e+01| 0.00e+00, 0.00e+00, 0.00e+00| 4.13e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.26e-07|-6.67e-01| 0.00e+00, 0.00e+00, 0.00e+00|  (517, 0)   | [25] - [36] 
[00000041]   36|        92| 3.10e+01,-3.23e+01, 7.10e+01| 0.00e+00, 0.00e+00, 0.00e+00| 1.35e+02| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.06e+02| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [29,30,31,32,33,34,35] - [37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52] 
[00000042]   37|    -10213|-2.73e+01, 6.02e+00, 2.42e+01| 0.00e+00, 0.00e+00, 0.00e+00| 3.70e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.28e+00|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [53,54] 
[00000043]   38|       113|-2.20e-01, 2.00e-01, 1.66e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.88e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.36e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [55,56] 
[00000044]   39|      2212| 2.56e+00,-1.66e+00,-3.00e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.21e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.38e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [] 
[00000045]   40|     -2212| 3.32e+00,-2.21e+00, 2.90e-01| 0.00e+00, 0.00e+00, 0.00e+00| 4.10e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.38e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [] 
[00000046]   41|       213| 6.28e+00,-3.00e+00, 4.92e-01| 0.00e+00, 0.00e+00, 0.00e+00| 7.01e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.49e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [57,58] 
[00000047]   42|     10113| 9.86e+00,-3.91e+00,-2.61e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.07e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.27e+00| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [59,60] 
[00000048]   43|       313| 7.69e+00,-2.99e+00, 1.49e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.43e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.81e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [61,62] 
[00000049]   44|      -311| 1.89e+00,-5.46e-01, 3.81e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.06e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.98e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [63] 
[00000050]   45|      -213| 1.81e+00,-7.16e-01,-1.06e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.13e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.57e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [64,65] 
[00000051]   46|       211| 2.83e+00,-1.44e+00, 7.48e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.27e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [] 
[00000052]   47|      3112| 2.24e+00,-1.41e+00, 1.22e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.91e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 6.28e+01,-3.94e+01, 3.42e+00| 1.20e+00|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [66,67] 
[00000053]   48|     -3112| 2.53e+00,-8.38e-01, 7.44e-01| 0.00e+00, 0.00e+00, 0.00e+00| 3.01e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 9.62e+00,-3.19e+00, 2.83e+00| 1.20e+00| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [68,69] 
[00000054]   49|      -213| 2.00e+00,-2.94e+00, 6.16e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.14e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 6.78e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [70,71] 
[00000055]   50|       111| 6.16e+00,-6.25e+00, 1.30e+01| 0.00e+00, 0.00e+00, 0.00e+00| 1.57e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 1.35e-03,-1.37e-03, 2.84e-03| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [72,73] 
[00000056]   51|       211| 4.59e-01,-6.95e-01, 1.85e+00| 0.00e+00, 0.00e+00, 0.00e+00| 2.03e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [] 
[00000057]   52|      -213| 8.92e+00,-9.88e+00, 2.06e+01| 0.00e+00, 0.00e+00, 0.00e+00| 2.45e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 8.72e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [36] - [74,75] 
[00000058]   53|       223|-1.90e+01, 4.47e+00, 1.65e+01| 0.00e+00, 0.00e+00, 0.00e+00| 2.55e+01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.83e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [37] - [76,77,78] 
[00000059]   54|      -211|-8.33e+00, 1.55e+00, 7.67e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.14e+01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [37] - [] 
[00000060]   55|      -211|-9.22e-02, 3.55e-01, 2.84e-01| 0.00e+00, 0.00e+00, 0.00e+00| 4.85e-01| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [38] - [] 
[00000061]   56|       211|-1.27e-01,-1.56e-01, 1.38e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [38] - [] 
[00000062]   57|       211| 4.79e+00,-2.37e+00, 9.89e-02| 0.00e+00, 0.00e+00, 0.00e+00| 5.35e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [41] - [] 
[00000063]   58|       111| 1.48e+00,-6.30e-01, 3.93e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.66e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 9.30e-05,-3.95e-05, 2.47e-05| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [41] - [79,80] 
[00000064]   59|       223| 8.57e+00,-3.10e+00,-1.03e-01| 0.00e+00, 0.00e+00, 0.00e+00| 9.15e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.68e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [42] - [81,82,83] 
[00000065]   60|       111| 1.28e+00,-8.19e-01,-1.58e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.54e+00| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 8.38e-05,-5.34e-05,-1.03e-05| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [42] - [84,85] 
[00000066]   61|       321| 6.46e+00,-2.71e+00, 1.14e+00| 0.00e+00, 0.00e+00, 0.00e+00| 7.11e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.94e-01| 1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [43] - [] 
[00000067]   62|      -211| 1.23e+00,-2.83e-01, 3.46e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.32e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [43] - [] 
[00000068]   63|       130| 1.89e+00,-5.46e-01, 3.81e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.06e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 4.98e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [44] - [] 
[00000069]   64|      -211| 1.73e+00,-4.38e-01,-1.83e-01| 0.00e+00, 0.00e+00, 0.00e+00| 1.80e+00| 1 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [45] - [] 
[00000070]   65|       111| 7.80e-02,-2.78e-01, 7.77e-02| 0.00e+00, 0.00e+00, 0.00e+00| 3.28e-01| 2 |[    0   ]| 0.00e+00, 0.00e+00, 0.00e+00| 1.65e-06,-5.87e-06, 1.64e-06| 1.35e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [45] - [86,87] 
[00000071]   66|      2112| 1.69e+00,-1.15e+00, 2.68e-01| 0.00e+00, 0.00e+00, 0.00e+00| 2.27e+00| 1 |[    0   ]| 6.28e+01,-3.94e+01, 3.42e+00| 0.00e+00, 0.00e+00, 0.00e+00| 9.40e-01| 0.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [47] - [] 
[00000072]   67|      -211| 5.54e-01,-2.53e-01,-1.46e-01| 0.00e+00, 0.00e+00, 0.00e+00| 6.42e-01| 1 |[    0   ]| 6.28e+01,-3.94e+01, 3.42e+00| 0.00e+00, 0.00e+00, 0.00e+00| 1.40e-01|-1.00e+00| 0.00e+00, 0.00e+00, 0.00e+00|  (0, 0)   | [47] - [] 
